sales_id,step,type,sales_amount,nameOrig_x,nameDest_x,payment_id,payment_amount,nameOrig_y,nameDest_y,reconciliation_status,payment_provider,branch_id,settlement_delay_minutes,delayed_payment,suspicious_flag
SALE_107,8,PAYMENT,1234.22,C219294812,M1356269608,PAY_107,1234.22,C219294812,M1356269608,RECONCILED,MASTERCARD,TAMALE_BRANCH,172,YES,YES
SALE_108,9,DEBIT,565.23,C487361321,C1840512440,PAY_108,565.23,C487361321,C1840512440,RECONCILED,VISA,TEMA_BRANCH,148,YES,YES
SALE_110,9,CASH_OUT,314449.36,C1461157051,C837588739,PAY_110,314449.36,C1461157051,C837588739,RECONCILED,AIRTELTIGO_MONEY,TEMA_BRANCH,8,NO,YES
SALE_112,8,CASH_IN,191366.58,C441214383,C1746150957,PAY_112,191366.58,C441214383,C1746150957,RECONCILED,BANK_TRANSFER,TEMA_BRANCH,163,YES,YES
SALE_113,9,CASH_OUT,72130.84,C948169903,C1974554596,PAY_113,72130.84,C948169903,C1974554596,RECONCILED,BANK_TRANSFER,EAST_LEGON,166,YES,YES
SALE_114,8,PAYMENT,7.85,C173750100,M147249788,PAY_114,7.85,C173750100,M147249788,RECONCILED,VISA,KUMASI_MAIN,130,YES,YES
SALE_115,9,CASH_IN,166950.91,C254696856,C2027569559,PAY_115,166950.91,C254696856,C2027569559,RECONCILED,AIRTELTIGO_MONEY,TAMALE_BRANCH,136,YES,YES
SALE_116,7,TRANSFER,573581.36,C1527894041,C1825389809,PAY_116,573581.36,C1527894041,C1825389809,RECONCILED,MASTERCARD,EAST_LEGON,2,NO,YES
SALE_119,7,PAYMENT,7970.37,C866798138,M202632707,PAY_119,7970.37,C866798138,M202632707,RECONCILED,VODAFONE_CASH,ACCRA_CENTRAL,141,YES,YES
SALE_121,9,TRANSFER,670557.48,C1074754065,C742410803,PAY_121,670557.48,C1074754065,C742410803,RECONCILED,AIRTELTIGO_MONEY,EAST_LEGON,160,YES,YES
SALE_124,8,PAYMENT,6295.16,C1127947616,M532863531,PAY_124,6295.16,C1127947616,M532863531,RECONCILED,BANK_TRANSFER,TEMA_BRANCH,171,YES,YES
SALE_127,8,CASH_OUT,130754.15,C1837781922,C1948471365,PAY_127,130754.15,C1837781922,C1948471365,RECONCILED,VODAFONE_CASH,EAST_LEGON,176,YES,YES
SALE_128,8,CASH_OUT,266668.86,C851653336,C346008447,PAY_128,266668.86,C851653336,C346008447,RECONCILED,VODAFONE_CASH,TAMALE_BRANCH,83,YES,YES
SALE_130,9,CASH_OUT,64578.44,C620838567,C1934230275,PAY_130,64578.44,C620838567,C1934230275,RECONCILED,MASTERCARD,TAMALE_BRANCH,173,YES,YES
SALE_132,9,CASH_OUT,201747.5,C1075606529,C565687173,PAY_132,201747.5,C1075606529,C565687173,RECONCILED,MASTERCARD,TEMA_BRANCH,33,NO,YES
SALE_133,9,PAYMENT,2245.5,C317944212,M583818047,PAY_133,2245.5,C317944212,M583818047,RECONCILED,AIRTELTIGO_MONEY,TAMALE_BRANCH,172,YES,YES
SALE_134,8,CASH_IN,623863.11,C1723843024,C875917495,PAY_134,623863.11,C1723843024,C875917495,RECONCILED,MTN_MOMO,EAST_LEGON,38,NO,YES
SALE_139,7,PAYMENT,346.08,C2058455022,M1793499598,PAY_139,346.08,C2058455022,M1793499598,RECONCILED,AIRTELTIGO_MONEY,TEMA_BRANCH,173,YES,YES
SALE_140,9,CASH_IN,928285.22,C1938832444,C201210119,PAY_140,928285.22,C1938832444,C201210119,RECONCILED,MTN_MOMO,ACCRA_CENTRAL,106,YES,YES
SALE_141,9,CASH_OUT,239286.88,C1636606740,C1121729242,PAY_141,239286.88,C1636606740,C1121729242,RECONCILED,VODAFONE_CASH,ACCRA_CENTRAL,15,NO,YES
SALE_142,9,CASH_OUT,430752.28,C1472218806,C2070626006,PAY_142,430752.28,C1472218806,C2070626006,RECONCILED,AIRTELTIGO_MONEY,KUMASI_MAIN,133,YES,YES
SALE_143,8,CASH_OUT,242035.47,C1167278466,C151015751,PAY_143,242035.47,C1167278466,C151015751,RECONCILED,MASTERCARD,TAMALE_BRANCH,12,NO,YES
SALE_144,9,TRANSFER,661728.42,C1563769596,C643152776,PAY_144,661728.42,C1563769596,C643152776,RECONCILED,MTN_MOMO,KUMASI_MAIN,84,YES,YES
SALE_145,8,CASH_IN,154059.64,C1371854924,C1331026587,,,,,UNMATCHED,VISA,ACCRA_CENTRAL,157,YES,YES
SALE_146,8,CASH_OUT,154510.55,C639671723,C91463800,PAY_146,154510.55,C639671723,C91463800,RECONCILED,MTN_MOMO,TEMA_BRANCH,132,YES,YES
SALE_150,8,CASH_OUT,517925.86,C717533794,C1916720513,PAY_150,517925.86,C717533794,C1916720513,RECONCILED,MTN_MOMO,TAMALE_BRANCH,43,NO,YES
SALE_152,9,CASH_IN,280425.89,C962330728,C193864812,PAY_152,280425.89,C962330728,C193864812,RECONCILED,AIRTELTIGO_MONEY,EAST_LEGON,142,YES,YES
SALE_154,8,TRANSFER,383947.67,C1424308898,C1327907419,PAY_154,383947.67,C1424308898,C1327907419,RECONCILED,AIRTELTIGO_MONEY,EAST_LEGON,66,YES,YES
SALE_160,9,PAYMENT,9789.89,C1722932310,M1090732456,PAY_160,9789.89,C1722932310,M1090732456,RECONCILED,VODAFONE_CASH,TEMA_BRANCH,165,YES,YES
SALE_161,9,PAYMENT,1452.55,C258098513,M933135159,,,,,UNMATCHED,VISA,EAST_LEGON,132,YES,YES
SALE_163,7,PAYMENT,1526.5,C1908839976,M1304522697,PAY_163,1526.5,C1908839976,M1304522697,RECONCILED,VODAFONE_CASH,ACCRA_CENTRAL,146,YES,YES
SALE_164,9,PAYMENT,15643.94,C776396594,M632727396,PAY_164,15643.94,C776396594,M632727396,RECONCILED,VODAFONE_CASH,ACCRA_CENTRAL,162,YES,YES
SALE_167,8,CASH_OUT,629218.41,C622301916,C2133732070,PAY_167,629218.41,C622301916,C2133732070,RECONCILED,AIRTELTIGO_MONEY,ACCRA_CENTRAL,106,YES,YES
SALE_173,9,TRANSFER,1024399.32,C1305784238,C673237234,PAY_173,1024399.32,C1305784238,C673237234,RECONCILED,VISA,TEMA_BRANCH,160,YES,YES
SALE_174,9,CASH_OUT,252040.8,C1921518317,C1071381336,PAY_174,252040.8,C1921518317,C1071381336,RECONCILED,VODAFONE_CASH,TAMALE_BRANCH,29,NO,YES
SALE_175,9,PAYMENT,8805.4,C2102293035,M902634921,PAY_175,8805.4,C2102293035,M902634921,RECONCILED,VISA,EAST_LEGON,165,YES,YES
SALE_177,9,TRANSFER,290530.79,C581629526,C1399287376,PAY_177,290530.79,C581629526,C1399287376,RECONCILED,MASTERCARD,KUMASI_MAIN,52,NO,YES
SALE_179,9,CASH_IN,357184.46,C110506708,C2116802101,PAY_179,357184.46,C110506708,C2116802101,RECONCILED,MASTERCARD,KUMASI_MAIN,130,YES,YES
SALE_182,9,CASH_OUT,265420.53,C730802489,C1939163506,PAY_182,265420.53,C730802489,C1939163506,RECONCILED,MTN_MOMO,TEMA_BRANCH,96,YES,YES
SALE_183,7,CASH_IN,283263.79,C1153081125,C124540047,PAY_183,283263.79,C1153081125,C124540047,RECONCILED,VODAFONE_CASH,EAST_LEGON,167,YES,YES
SALE_184,8,CASH_OUT,271189.65,C1897305098,C1150043970,PAY_184,271189.65,C1897305098,C1150043970,RECONCILED,AIRTELTIGO_MONEY,EAST_LEGON,54,NO,YES
SALE_185,9,PAYMENT,4431.88,C2041570096,M2109086148,PAY_185,4431.88,C2041570096,M2109086148,RECONCILED,BANK_TRANSFER,EAST_LEGON,156,YES,YES
SALE_186,9,CASH_OUT,147208.8,C940273975,C1734994489,PAY_186,147208.8,C940273975,C1734994489,RECONCILED,AIRTELTIGO_MONEY,ACCRA_CENTRAL,129,YES,YES
SALE_190,6,TRANSFER,934479.64,C771843019,C1234776885,,,,,UNMATCHED,MASTERCARD,TEMA_BRANCH,11,NO,YES
SALE_191,9,CASH_OUT,59685.94,C6875561,C58321887,PAY_191,59685.94,C6875561,C58321887,RECONCILED,AIRTELTIGO_MONEY,TEMA_BRANCH,131,YES,YES
SALE_193,8,CASH_IN,203943.38,C1196913436,C526035976,PAY_193,203943.38,C1196913436,C526035976,RECONCILED,MTN_MOMO,KUMASI_MAIN,160,YES,YES
SALE_194,9,CASH_OUT,256704.09,C639171290,C173247103,PAY_194,256704.09,C639171290,C173247103,RECONCILED,VISA,EAST_LEGON,167,YES,YES
SALE_198,9,PAYMENT,12444.74,C1440276122,M1072345981,PAY_198,12444.74,C1440276122,M1072345981,RECONCILED,VISA,TEMA_BRANCH,146,YES,YES
SALE_199,8,CASH_OUT,433665.12,C379050002,C1859795678,PAY_199,433665.12,C379050002,C1859795678,RECONCILED,MASTERCARD,EAST_LEGON,1,NO,YES
SALE_202,9,CASH_OUT,193265.16,C853418766,C42158278,PAY_202,193265.16,C853418766,C42158278,RECONCILED,AIRTELTIGO_MONEY,KUMASI_MAIN,134,YES,YES
SALE_204,8,CASH_OUT,159954.48,C1980213142,C1859965144,PAY_204,159954.48,C1980213142,C1859965144,RECONCILED,BANK_TRANSFER,EAST_LEGON,128,YES,YES
SALE_212,4,TRANSFER,1137763.15,C817092761,C728526866,PAY_212,1137763.15,C817092761,C728526866,RECONCILED,VISA,ACCRA_CENTRAL,27,NO,YES
SALE_213,9,TRANSFER,48760.21,C2123059461,C2029406675,PAY_213,48760.21,C2123059461,C2029406675,RECONCILED,VODAFONE_CASH,TEMA_BRANCH,170,YES,YES
SALE_214,9,TRANSFER,82151.44,C1939056973,C1733562571,PAY_214,82151.44,C1939056973,C1733562571,RECONCILED,BANK_TRANSFER,ACCRA_CENTRAL,131,YES,YES
SALE_216,9,TRANSFER,995331.17,C1719736665,C1352376623,PAY_216,995331.17,C1719736665,C1352376623,RECONCILED,VODAFONE_CASH,TEMA_BRANCH,111,YES,YES
SALE_217,7,CASH_OUT,223046.78,C1166478592,C1856036778,PAY_217,223046.78,C1166478592,C1856036778,RECONCILED,BANK_TRANSFER,EAST_LEGON,131,YES,YES
SALE_219,3,PAYMENT,18293.81,C988876043,M1745241742,PAY_219,18293.81,C988876043,M1745241742,RECONCILED,BANK_TRANSFER,TAMALE_BRANCH,155,YES,YES
SALE_220,8,CASH_OUT,319239.01,C223404521,C646059443,PAY_220,319239.01,C223404521,C646059443,RECONCILED,VODAFONE_CASH,TAMALE_BRANCH,121,YES,YES
SALE_221,9,CASH_OUT,118799.71,C947765173,C289045778,PAY_221,118799.71,C947765173,C289045778,RECONCILED,VODAFONE_CASH,TAMALE_BRANCH,169,YES,YES
SALE_222,6,CASH_IN,176828.46,C383127665,C1590550415,PAY_222,176828.46,C383127665,C1590550415,RECONCILED,AIRTELTIGO_MONEY,KUMASI_MAIN,132,YES,YES
SALE_223,9,CASH_OUT,841246.29,C235079325,C1394526584,PAY_223,841246.29,C235079325,C1394526584,RECONCILED,MASTERCARD,ACCRA_CENTRAL,92,YES,YES
SALE_225,9,TRANSFER,708854.18,C1218966001,C1549086472,PAY_225,708854.18,C1218966001,C1549086472,RECONCILED,MTN_MOMO,EAST_LEGON,152,YES,YES
SALE_233,7,PAYMENT,10115.13,C214869182,M1090073068,PAY_233,10115.13,C214869182,M1090073068,RECONCILED,AIRTELTIGO_MONEY,TAMALE_BRANCH,125,YES,YES
SALE_238,9,PAYMENT,16088.38,C461827109,M1899417008,PAY_238,16088.38,C461827109,M1899417008,RECONCILED,BANK_TRANSFER,TAMALE_BRANCH,133,YES,YES
SALE_241,9,CASH_IN,308863.79,C1628637739,C788420454,PAY_241,308863.79,C1628637739,C788420454,RECONCILED,VISA,EAST_LEGON,73,YES,YES
SALE_242,7,CASH_IN,349189.49,C453009722,C798678484,PAY_242,349189.49,C453009722,C798678484,RECONCILED,BANK_TRANSFER,TAMALE_BRANCH,97,YES,YES
SALE_244,8,PAYMENT,1998.24,C1099507094,M1382334682,PAY_244,1998.24,C1099507094,M1382334682,RECONCILED,AIRTELTIGO_MONEY,ACCRA_CENTRAL,177,YES,YES
SALE_245,8,PAYMENT,17016.2,C1393391617,M1927780458,PAY_245,17016.2,C1393391617,M1927780458,RECONCILED,VODAFONE_CASH,KUMASI_MAIN,149,YES,YES
SALE_250,9,TRANSFER,154225.4,C896287229,C1304345230,PAY_250,154225.4,C896287229,C1304345230,RECONCILED,BANK_TRANSFER,KUMASI_MAIN,179,YES,YES
SALE_251,1,TRANSFER,221297.05,C2103569615,C1318822808,PAY_251,221297.05,C2103569615,C1318822808,RECONCILED,AIRTELTIGO_MONEY,TEMA_BRANCH,55,NO,YES
SALE_253,9,PAYMENT,12009.26,C587765093,M1718629728,PAY_253,12009.26,C587765093,M1718629728,RECONCILED,VISA,EAST_LEGON,170,YES,YES
SALE_257,9,TRANSFER,610433.16,C820785172,C914293025,PAY_257,610433.16,C820785172,C914293025,RECONCILED,MTN_MOMO,TEMA_BRANCH,68,YES,YES
SALE_258,9,CASH_IN,111277.24,C587118686,C1440737118,PAY_258,111277.24,C587118686,C1440737118,RECONCILED,MASTERCARD,ACCRA_CENTRAL,126,YES,YES
SALE_259,9,PAYMENT,11370.12,C1491596463,M879919149,PAY_259,11370.12,C1491596463,M879919149,RECONCILED,VODAFONE_CASH,EAST_LEGON,159,YES,YES
SALE_260,9,TRANSFER,819360.96,C2011135148,C1268075707,PAY_260,819360.96,C2011135148,C1268075707,RECONCILED,MASTERCARD,TAMALE_BRANCH,70,YES,YES
SALE_261,3,CASH_IN,132864.71,C636886060,C459857341,PAY_261,132864.71,C636886060,C459857341,RECONCILED,MTN_MOMO,ACCRA_CENTRAL,125,YES,YES
SALE_263,9,CASH_OUT,19901.64,C175961162,C1547713771,PAY_263,19901.64,C175961162,C1547713771,RECONCILED,MTN_MOMO,EAST_LEGON,133,YES,YES
SALE_264,9,TRANSFER,274186.54,C1451961659,C1088160255,PAY_264,274186.54,C1451961659,C1088160255,RECONCILED,BANK_TRANSFER,TEMA_BRANCH,117,YES,YES
SALE_266,9,CASH_OUT,113650.62,C2046684724,C587879168,PAY_266,113650.62,C2046684724,C587879168,RECONCILED,VODAFONE_CASH,TEMA_BRANCH,172,YES,YES
SALE_267,9,CASH_IN,268521.41,C272041059,C1549086472,PAY_267,268521.41,C272041059,C1549086472,RECONCILED,BANK_TRANSFER,ACCRA_CENTRAL,66,YES,YES
SALE_271,8,CASH_IN,28785.83,C623783446,C1292838001,PAY_271,28785.83,C623783446,C1292838001,RECONCILED,AIRTELTIGO_MONEY,TEMA_BRANCH,156,YES,YES
SALE_274,9,CASH_IN,269456.52,C63813712,C174505802,PAY_274,269456.52,C63813712,C174505802,RECONCILED,MTN_MOMO,TAMALE_BRANCH,119,YES,YES
SALE_277,8,PAYMENT,11478.14,C1437527987,M346978794,PAY_277,11478.14,C1437527987,M346978794,RECONCILED,BANK_TRANSFER,ACCRA_CENTRAL,142,YES,YES
SALE_278,9,CASH_OUT,219121.4,C1425915596,C28125426,PAY_278,219121.4,C1425915596,C28125426,RECONCILED,MASTERCARD,ACCRA_CENTRAL,111,YES,YES
SALE_284,9,PAYMENT,12464.4,C203386976,M1462626028,PAY_284,12464.4,C203386976,M1462626028,RECONCILED,VISA,ACCRA_CENTRAL,156,YES,YES
SALE_289,9,CASH_OUT,1605.56,C668251140,C1062650008,PAY_289,1605.56,C668251140,C1062650008,RECONCILED,AIRTELTIGO_MONEY,TAMALE_BRANCH,134,YES,YES
SALE_291,9,CASH_IN,417638.12,C1898703064,C1775951327,PAY_291,417638.12,C1898703064,C1775951327,RECONCILED,MTN_MOMO,EAST_LEGON,41,NO,YES
SALE_294,9,PAYMENT,16232.52,C928262142,M73283256,PAY_294,16232.52,C928262142,M73283256,RECONCILED,VISA,TAMALE_BRANCH,149,YES,YES
SALE_297,9,PAYMENT,3133.46,C1433315222,M1053634444,PAY_297,3133.46,C1433315222,M1053634444,RECONCILED,AIRTELTIGO_MONEY,TAMALE_BRANCH,138,YES,YES
SALE_299,9,TRANSFER,3183682.79,C1503132492,C1106744673,PAY_299,3183682.79,C1503132492,C1106744673,RECONCILED,VODAFONE_CASH,TEMA_BRANCH,133,YES,YES
SALE_300,9,TRANSFER,279768.24,C842100582,C965138047,PAY_300,279768.24,C842100582,C965138047,RECONCILED,MTN_MOMO,TEMA_BRANCH,21,NO,YES
SALE_300,9,TRANSFER,279768.24,C842100582,C965138047,PAY_300,279768.24,C842100582,C965138047,RECONCILED,VISA,KUMASI_MAIN,51,NO,YES
SALE_302,9,CASH_OUT,80753.9,C306610756,C218007578,,,,,UNMATCHED,VODAFONE_CASH,TAMALE_BRANCH,121,YES,YES
SALE_303,8,TRANSFER,431796.6,C1257492262,C1435804085,PAY_303,431796.6,C1257492262,C1435804085,RECONCILED,VISA,TAMALE_BRANCH,145,YES,YES
SALE_308,7,PAYMENT,4225.47,C1812101815,M1698271367,PAY_308,4225.47,C1812101815,M1698271367,RECONCILED,VISA,ACCRA_CENTRAL,160,YES,YES
SALE_314,3,PAYMENT,10355.12,C370361462,M1655740181,PAY_314,10355.12,C370361462,M1655740181,RECONCILED,MASTERCARD,ACCRA_CENTRAL,169,YES,YES
